id,generation,name,type_1,type_2,height,weight,color,shape,rarity,stage,total_stats,hp,atk,def,sp_atk,sp_def,spe,ev_hp,ev_atk,ev_def,ev_sp_atk,ev_sp_def,ev_spe,capture_rate,growth_rate,base_experience,egg_group_1,egg_group_2
183,2,marill,water,fairy,0.4,8.5,blue,upright,regular,s2c3,250,70,20,50,20,50,40,2,0,0,0,0,0,190,fast,88,water1,fairy
184,2,azumarill,water,fairy,0.8,28.5,blue,upright,regular,s3c3,420,100,50,80,60,80,50,3,0,0,0,0,0,75,fast,189,water1,fairy
185,2,sudowoodo,rock,,1.2,38.0,brown,humanoid,regular,s2c2,410,70,100,115,30,65,30,0,0,2,0,0,0,65,medium,144,mineral,
186,2,politoed,water,,1.1,33.9,green,humanoid,regular,s3c3,500,90,75,75,90,100,70,0,0,0,0,3,0,45,medium-slow,225,water1,
187,2,hoppip,grass,flying,0.4,0.5,pink,upright,regular,s1c3,250,35,35,40,35,55,50,0,0,0,0,1,0,255,medium-slow,50,fairy,plant
188,2,skiploom,grass,flying,0.6,1.0,green,upright,regular,s2c3,340,55,45,50,45,65,80,0,0,0,0,0,2,120,medium-slow,119,fairy,plant
189,2,jumpluff,grass,flying,0.8,3.0,blue,upright,regular,s3c3,460,75,55,70,55,95,110,0,0,0,0,0,3,45,medium-slow,207,fairy,plant
190,2,aipom,normal,,0.8,11.5,purple,upright,regular,s1c2,360,55,70,55,40,55,85,0,0,0,0,0,1,45,fast,72,ground,
191,2,sunkern,grass,,0.3,1.8,yellow,ball,regular,s1c2,180,30,30,30,30,30,30,0,0,0,1,0,0,235,medium-slow,36,plant,
192,2,sunflora,grass,,0.8,8.5,yellow,humanoid,regular,s2c2,425,75,75,55,105,85,30,0,0,0,2,0,0,120,medium-slow,149,plant,
193,2,yanma,bug,flying,1.2,38.0,red,bug-wings,regular,s1c2,390,65,65,45,75,45,95,0,0,0,0,0,1,75,medium,78,bug,
194,2,wooper,water,ground,0.4,8.5,blue,legs,regular,s1c2,210,55,45,45,25,25,15,1,0,0,0,0,0,255,medium,42,water1,ground
195,2,quagsire,water,ground,1.4,75.0,blue,upright,regular,s2c2,430,95,85,85,65,65,35,2,0,0,0,0,0,90,medium,151,water1,ground
196,2,espeon,psychic,,0.9,26.5,purple,quadruped,regular,s2c2,525,65,65,60,130,95,110,0,0,0,2,0,0,45,medium,184,ground,
197,2,umbreon,dark,,1.0,27.0,black,quadruped,regular,s2c2,525,95,65,110,60,130,65,0,0,0,0,2,0,45,medium,184,ground,
198,2,murkrow,dark,flying,0.5,2.1,black,wings,regular,s1c2,405,60,85,42,85,42,91,0,0,0,0,0,1,30,medium-slow,81,flying,
199,2,slowking,water,psychic,2.0,79.5,pink,upright,regular,s2c2,490,95,75,80,100,110,30,0,0,0,0,2,0,70,medium,172,monster,water1
200,2,misdreavus,ghost,,0.7,1.0,gray,ball,regular,s1c2,435,60,60,60,85,85,85,0,0,0,0,1,0,45,fast,87,indeterminate,
201,2,unown,psychic,,0.5,5.0,black,ball,regular,single,336,48,72,48,72,48,48,0,1,0,1,0,0,225,medium,118,no-eggs,
202,2,wobbuffet,psychic,,1.3,28.5,blue,blob,regular,s2c2,405,190,33,58,33,58,33,2,0,0,0,0,0,45,medium,142,indeterminate,
203,2,girafarig,normal,psychic,1.5,41.5,yellow,quadruped,regular,s1c2,455,70,80,65,90,65,85,0,0,0,2,0,0,60,medium,159,ground,
204,2,pineco,bug,,0.6,7.2,gray,ball,regular,s1c2,290,50,65,90,35,35,15,0,0,1,0,0,0,190,medium,58,bug,
205,2,forretress,bug,steel,1.2,125.8,purple,ball,regular,s2c2,465,75,90,140,60,60,40,0,0,2,0,0,0,75,medium,163,bug,
206,2,dunsparce,normal,,1.5,14.0,yellow,squiggle,regular,s1c2,415,100,70,70,65,65,45,1,0,0,0,0,0,190,medium,145,ground,
207,2,gligar,ground,flying,1.1,64.8,purple,wings,regular,s1c2,430,65,75,105,35,65,85,0,0,1,0,0,0,60,medium-slow,86,bug,
208,2,steelix,steel,ground,9.2,400.0,gray,squiggle,regular,s2c2,510,75,85,200,55,65,30,0,0,2,0,0,0,25,medium,179,mineral,
209,2,snubbull,fairy,,0.6,7.8,pink,humanoid,regular,s1c2,300,60,80,50,40,40,30,0,1,0,0,0,0,190,fast,60,ground,fairy
210,2,granbull,fairy,,1.4,48.7,purple,upright,regular,s2c2,450,90,120,75,60,60,45,0,2,0,0,0,0,75,fast,158,ground,fairy
211,2,qwilfish,water,poison,0.5,3.9,gray,fish,regular,s1c2,440,65,95,85,55,55,85,0,1,0,0,0,0,45,medium,88,water2,
212,2,scizor,bug,steel,1.8,118.0,red,bug-wings,regular,s2c2,500,70,130,100,55,80,65,0,2,0,0,0,0,25,medium,175,bug,
213,2,shuckle,bug,rock,0.6,20.5,yellow,armor,regular,single,505,20,10,230,10,230,5,0,0,1,0,1,0,190,medium-slow,177,bug,
214,2,heracross,bug,fighting,1.5,54.0,blue,humanoid,regular,single,500,80,125,75,40,95,85,0,2,0,0,0,0,45,slow,175,bug,
215,2,sneasel,dark,ice,0.9,28.0,black,upright,regular,s1c2,430,55,95,55,35,75,115,0,0,0,0,0,1,60,medium-slow,86,ground,
216,2,teddiursa,normal,,0.6,8.8,brown,upright,regular,s1c3,330,60,80,50,50,50,40,0,1,0,0,0,0,120,medium,66,ground,
217,2,ursaring,normal,,1.8,125.8,brown,upright,regular,s2c3,500,90,130,75,75,75,55,0,2,0,0,0,0,60,medium,175,ground,
218,2,slugma,fire,,0.7,35.0,red,squiggle,regular,s1c2,250,40,40,40,70,40,20,0,0,0,1,0,0,190,medium,50,indeterminate,
219,2,magcargo,fire,rock,0.8,55.0,red,squiggle,regular,s2c2,430,60,50,120,90,80,30,0,0,2,0,0,0,75,medium,151,indeterminate,
220,2,swinub,ice,ground,0.4,6.5,brown,quadruped,regular,s1c3,250,50,50,40,30,30,50,0,1,0,0,0,0,225,slow,50,ground,
221,2,piloswine,ice,ground,1.1,55.8,brown,quadruped,regular,s2c3,450,100,100,80,60,60,50,1,1,0,0,0,0,75,slow,158,ground,
222,2,corsola,water,rock,0.6,5.0,pink,armor,regular,s1c2,410,65,55,95,65,95,35,0,0,1,0,1,0,60,fast,144,water1,water3
223,2,remoraid,water,,0.6,12.0,gray,fish,regular,s1c2,300,35,65,35,65,35,65,0,0,0,1,0,0,190,medium,60,water1,water2
224,2,octillery,water,,0.9,28.5,red,tentacles,regular,s2c2,480,75,105,75,105,75,45,0,1,0,1,0,0,75,medium,168,water1,water2
225,2,delibird,ice,flying,0.9,16.0,red,wings,regular,single,330,45,55,45,65,45,75,0,0,0,0,0,1,45,fast,116,water1,ground
226,2,mantine,water,flying,2.1,220.0,purple,wings,regular,s2c2,485,85,40,70,80,140,70,0,0,0,0,2,0,25,slow,170,water1,
227,2,skarmory,steel,flying,1.7,50.5,gray,wings,regular,single,465,65,80,140,40,70,70,0,0,2,0,0,0,25,slow,163,flying,
228,2,houndour,dark,fire,0.6,10.8,black,quadruped,regular,s1c2,330,45,60,30,80,50,65,0,0,0,1,0,0,120,slow,66,ground,
229,2,houndoom,dark,fire,1.4,35.0,black,quadruped,regular,s2c2,500,75,90,50,110,80,95,0,0,0,2,0,0,45,slow,175,ground,
230,2,kingdra,water,dragon,1.8,152.0,blue,blob,regular,s3c3,540,75,95,95,95,95,85,0,1,0,1,1,0,45,medium,243,water1,dragon
231,2,phanpy,ground,,0.5,33.5,blue,quadruped,regular,s1c2,330,90,60,60,40,40,40,1,0,0,0,0,0,120,medium,66,ground,
232,2,donphan,ground,,1.1,120.0,gray,quadruped,regular,s2c2,500,90,120,120,60,60,50,0,1,1,0,0,0,60,medium,175,ground,
233,2,porygon2,normal,,0.6,32.5,red,legs,regular,s2c3,515,85,80,90,105,95,60,0,0,0,2,0,0,45,medium,180,mineral,
234,2,stantler,normal,,1.4,71.2,brown,quadruped,regular,s1c2,465,73,95,62,85,65,85,0,1,0,0,0,0,45,slow,163,ground,
235,2,smeargle,normal,,1.2,58.0,white,upright,regular,single,250,55,20,35,20,45,75,0,0,0,0,0,1,45,fast,88,ground,
236,2,tyrogue,fighting,,0.7,21.0,purple,humanoid,regular,s1c2,210,35,35,35,35,35,35,0,1,0,0,0,0,75,medium,42,no-eggs,
237,2,hitmontop,fighting,,1.4,48.0,brown,upright,regular,s2c2,455,50,95,95,35,110,70,0,0,0,0,2,0,45,medium,159,humanshape,
238,2,smoochum,ice,psychic,0.4,6.0,pink,humanoid,regular,s1c2,305,45,30,15,85,65,65,0,0,0,1,0,0,45,medium,61,no-eggs,
239,2,elekid,electric,,0.6,23.5,yellow,humanoid,regular,s1c3,360,45,63,37,65,55,95,0,0,0,0,0,1,45,medium,72,no-eggs,
240,2,magby,fire,,0.7,21.4,red,upright,regular,s1c3,365,45,75,37,70,55,83,0,0,0,0,0,1,45,medium,73,no-eggs,
241,2,miltank,normal,,1.2,75.5,pink,upright,regular,single,490,95,80,105,40,70,100,0,0,2,0,0,0,45,slow,172,ground,
242,2,blissey,normal,,1.5,46.8,pink,humanoid,regular,s3c3,540,255,10,10,75,135,55,3,0,0,0,0,0,30,fast,608,fairy,
243,2,raikou,electric,,1.9,178.0,yellow,quadruped,legendary,single,580,90,85,75,115,100,115,0,0,0,1,0,2,3,slow,261,no-eggs,
244,2,entei,fire,,2.1,198.0,brown,quadruped,legendary,single,580,115,115,85,90,75,100,1,2,0,0,0,0,3,slow,261,no-eggs,
245,2,suicune,water,,2.0,187.0,blue,quadruped,legendary,single,580,100,75,115,90,115,85,0,0,1,0,2,0,3,slow,261,no-eggs,
246,2,larvitar,rock,ground,0.6,72.0,green,upright,regular,s1c3,300,50,64,50,45,50,41,0,1,0,0,0,0,45,slow,60,monster,
247,2,pupitar,rock,ground,1.2,152.0,gray,squiggle,regular,s2c3,410,70,84,70,65,70,51,0,2,0,0,0,0,45,slow,144,monster,
248,2,tyranitar,rock,dark,2.0,202.0,green,upright,regular,s3c3,600,100,134,110,95,100,61,0,3,0,0,0,0,45,slow,270,monster,
249,2,lugia,psychic,flying,5.2,216.0,white,wings,legendary,single,680,106,90,130,90,154,110,0,0,0,0,3,0,3,slow,306,no-eggs,
250,2,ho_oh,fire,flying,3.8,199.0,red,wings,legendary,single,680,106,130,90,110,154,90,0,0,0,0,3,0,3,slow,306,no-eggs,
251,2,celebi,psychic,grass,0.6,5.0,green,humanoid,legendary,single,600,100,100,100,100,100,100,3,0,0,0,0,0,45,medium-slow,270,no-eggs,
252,3,treecko,grass,,0.5,5.0,green,upright,regular,s1c3,310,40,45,35,65,55,70,0,0,0,0,0,1,45,medium-slow,62,monster,dragon
253,3,grovyle,grass,,0.9,21.6,green,upright,regular,s2c3,405,50,65,45,85,65,95,0,0,0,0,0,2,45,medium-slow,142,monster,dragon
254,3,sceptile,grass,,1.7,52.2,green,upright,regular,s3c3,530,70,85,65,105,85,120,0,0,0,0,0,3,45,medium-slow,239,monster,dragon
255,3,torchic,fire,,0.4,2.5,red,legs,regular,s1c3,310,45,60,40,70,50,45,0,0,0,1,0,0,45,medium-slow,62,ground,
256,3,combusken,fire,fighting,0.9,19.5,red,upright,regular,s2c3,405,60,85,60,85,60,55,0,1,0,1,0,0,45,medium-slow,142,ground,
257,3,blaziken,fire,fighting,1.9,52.0,red,upright,regular,s3c3,530,80,120,70,110,70,80,0,3,0,0,0,0,45,medium-slow,239,ground,
258,3,mudkip,water,,0.4,7.6,blue,quadruped,regular,s1c3,310,50,70,50,50,50,40,0,1,0,0,0,0,45,medium-slow,62,monster,water1
259,3,marshtomp,water,ground,0.7,28.0,blue,upright,regular,s2c3,405,70,85,70,60,70,50,0,2,0,0,0,0,45,medium-slow,142,monster,water1
260,3,swampert,water,ground,1.5,81.9,blue,upright,regular,s3c3,535,100,110,90,85,90,60,0,3,0,0,0,0,45,medium-slow,241,monster,water1
261,3,poochyena,dark,,0.5,13.6,gray,quadruped,regular,s1c2,220,35,55,35,30,30,35,0,1,0,0,0,0,255,medium,56,ground,
262,3,mightyena,dark,,1.0,37.0,gray,quadruped,regular,s2c2,420,70,90,70,60,60,70,0,2,0,0,0,0,127,medium,147,ground,
263,3,zigzagoon,normal,,0.4,17.5,brown,quadruped,regular,s1c3,240,38,30,41,30,41,60,0,0,0,0,0,1,255,medium,56,ground,
264,3,linoone,normal,,0.5,32.5,white,quadruped,regular,s2c3,420,78,70,61,50,61,100,0,0,0,0,0,2,90,medium,147,ground,
265,3,wurmple,bug,,0.3,3.6,red,armor,regular,s1c3,195,45,45,35,20,30,20,1,0,0,0,0,0,255,medium,56,bug,
266,3,silcoon,bug,,0.6,10.0,white,ball,regular,s2c3,205,50,35,55,25,25,15,0,0,2,0,0,0,120,medium,72,bug,
267,3,beautifly,bug,flying,1.0,28.4,yellow,bug-wings,regular,s3c3,395,60,70,50,100,50,65,0,0,0,3,0,0,45,medium,178,bug,
268,3,cascoon,bug,,0.7,11.5,purple,ball,regular,s2c3,205,50,35,55,25,25,15,0,0,2,0,0,0,120,medium,72,bug,
269,3,dustox,bug,poison,1.2,31.6,green,bug-wings,regular,s3c3,385,60,50,70,50,90,65,0,0,0,0,3,0,45,medium,173,bug,
270,3,lotad,water,grass,0.5,2.6,green,armor,regular,s1c3,220,40,30,30,40,50,30,0,0,0,0,1,0,255,medium-slow,44,water1,plant
271,3,lombre,water,grass,1.2,32.5,green,humanoid,regular,s2c3,340,60,50,50,60,70,50,0,0,0,0,2,0,120,medium-slow,119,water1,plant
272,3,ludicolo,water,grass,1.5,55.0,green,humanoid,regular,s3c3,480,80,70,70,90,100,70,0,0,0,0,3,0,45,medium-slow,216,water1,plant
273,3,seedot,grass,,0.5,4.0,brown,legs,regular,s1c3,220,40,40,50,30,30,30,0,0,1,0,0,0,255,medium-slow,44,ground,plant
274,3,nuzleaf,grass,dark,1.0,28.0,brown,humanoid,regular,s2c3,340,70,70,40,60,40,60,0,2,0,0,0,0,120,medium-slow,119,ground,plant
275,3,shiftry,grass,dark,1.3,59.6,brown,humanoid,regular,s3c3,480,90,100,60,90,60,80,0,3,0,0,0,0,45,medium-slow,216,ground,plant
276,3,taillow,normal,flying,0.3,2.3,blue,wings,regular,s1c2,270,40,55,30,30,30,85,0,0,0,0,0,1,200,medium-slow,54,flying,
277,3,swellow,normal,flying,0.7,19.8,blue,wings,regular,s2c2,455,60,85,60,75,50,125,0,0,0,0,0,2,45,medium-slow,159,flying,
278,3,wingull,water,flying,0.6,9.5,white,wings,regular,s1c2,270,40,30,30,55,30,85,0,0,0,0,0,1,190,medium,54,water1,flying
279,3,pelipper,water,flying,1.2,28.0,yellow,wings,regular,s2c2,440,60,50,100,95,70,65,0,0,2,0,0,0,45,medium,154,water1,flying
280,3,ralts,psychic,fairy,0.4,6.6,white,humanoid,regular,s1c3,198,28,25,25,45,35,40,0,0,0,1,0,0,235,slow,40,humanshape,indeterminate
281,3,kirlia,psychic,fairy,0.8,20.2,white,humanoid,regular,s2c3,278,38,35,35,65,55,50,0,0,0,2,0,0,120,slow,97,humanshape,indeterminate
282,3,gardevoir,psychic,fairy,1.6,48.4,white,humanoid,regular,s3c3,518,68,65,65,125,115,80,0,0,0,3,0,0,45,slow,233,humanshape,indeterminate
283,3,surskit,bug,water,0.5,1.7,blue,armor,regular,s1c2,269,40,30,32,50,52,65,0,0,0,0,0,1,200,medium,54,water1,bug
284,3,masquerain,bug,flying,0.8,3.6,blue,bug-wings,regular,s2c2,454,70,60,62,100,82,80,0,0,0,1,1,0,75,medium,159,water1,bug
285,3,shroomish,grass,,0.4,4.5,brown,legs,regular,s1c2,295,60,40,60,40,60,35,1,0,0,0,0,0,255,fast-then-very-slow,59,fairy,plant
286,3,breloom,grass,fighting,1.2,39.2,green,upright,regular,s2c2,460,60,130,80,60,60,70,0,2,0,0,0,0,90,fast-then-very-slow,161,fairy,plant
287,3,slakoth,normal,,0.8,24.0,brown,quadruped,regular,s1c3,280,60,60,60,35,35,30,1,0,0,0,0,0,255,slow,56,ground,
288,3,vigoroth,normal,,1.4,46.5,white,upright,regular,s2c3,440,80,80,80,55,55,90,0,0,0,0,0,2,120,slow,154,ground,
289,3,slaking,normal,,2.0,130.5,brown,humanoid,regular,s3c3,670,150,160,100,95,65,100,3,0,0,0,0,0,45,slow,252,ground,
290,3,nincada,bug,ground,0.5,5.5,gray,armor,regular,s1c2,266,31,45,90,30,30,40,0,0,1,0,0,0,255,slow-then-very-fast,53,bug,
291,3,ninjask,bug,flying,0.8,12.0,yellow,bug-wings,regular,s2c2,456,61,90,45,50,50,160,0,0,0,0,0,2,120,slow-then-very-fast,160,bug,
292,3,shedinja,bug,ghost,0.8,1.2,brown,blob,regular,s2c2,236,1,90,45,30,30,40,2,0,0,0,0,0,45,slow-then-very-fast,83,mineral,
293,3,whismur,normal,,0.6,16.3,pink,upright,regular,s1c3,240,64,51,23,51,23,28,1,0,0,0,0,0,190,medium-slow,48,monster,ground
294,3,loudred,normal,,1.0,40.5,blue,upright,regular,s2c3,360,84,71,43,71,43,48,2,0,0,0,0,0,120,medium-slow,126,monster,ground
295,3,exploud,normal,,1.5,84.0,blue,upright,regular,s3c3,490,104,91,63,91,73,68,3,0,0,0,0,0,45,medium-slow,221,monster,ground
296,3,makuhita,fighting,,1.0,86.4,yellow,humanoid,regular,s1c2,237,72,60,30,20,30,25,1,0,0,0,0,0,180,fast-then-very-slow,47,humanshape,
297,3,hariyama,fighting,,2.3,253.8,brown,humanoid,regular,s2c2,474,144,120,60,40,60,50,2,0,0,0,0,0,200,fast-then-very-slow,166,humanshape,
298,3,azurill,normal,fairy,0.2,2.0,blue,legs,regular,s1c3,190,50,20,40,20,40,20,1,0,0,0,0,0,150,fast,38,no-eggs,
299,3,nosepass,rock,,1.0,97.0,gray,humanoid,regular,s1c2,375,30,45,135,45,90,30,0,0,1,0,0,0,255,medium,75,mineral,
300,3,skitty,normal,,0.6,11.0,pink,quadruped,regular,s1c2,260,50,45,45,35,35,50,0,0,0,0,0,1,255,fast,52,ground,fairy
301,3,delcatty,normal,,1.1,32.6,purple,quadruped,regular,s2c2,400,70,65,65,55,55,90,1,0,0,0,0,1,60,fast,140,ground,fairy
302,3,sableye,dark,ghost,0.5,11.0,purple,humanoid,regular,single,380,50,75,75,65,65,50,0,1,1,0,0,0,45,medium-slow,133,humanshape,
303,3,mawile,steel,fairy,0.6,11.5,black,humanoid,regular,single,380,50,85,85,55,55,50,0,1,1,0,0,0,45,fast,133,ground,fairy
304,3,aron,steel,rock,0.4,60.0,gray,quadruped,regular,s1c3,330,50,70,100,40,40,30,0,0,1,0,0,0,180,slow,66,monster,
305,3,lairon,steel,rock,0.9,120.0,gray,quadruped,regular,s2c3,430,60,90,140,50,50,40,0,0,2,0,0,0,90,slow,151,monster,
306,3,aggron,steel,rock,2.1,360.0,gray,upright,regular,s3c3,530,70,110,180,60,60,50,0,0,3,0,0,0,45,slow,239,monster,
307,3,meditite,fighting,psychic,0.6,11.2,blue,humanoid,regular,s1c2,280,30,40,55,40,55,60,0,0,0,0,0,1,180,medium,56,humanshape,
308,3,medicham,fighting,psychic,1.3,31.5,red,humanoid,regular,s2c2,410,60,60,75,60,75,80,0,0,0,0,0,2,90,medium,144,humanshape,
309,3,electrike,electric,,0.6,15.2,green,quadruped,regular,s1c2,295,40,45,40,65,40,65,0,0,0,0,0,1,120,slow,59,ground,
310,3,manectric,electric,,1.5,40.2,yellow,quadruped,regular,s2c2,475,70,75,60,105,60,105,0,0,0,0,0,2,45,slow,166,ground,
311,3,plusle,electric,,0.4,4.2,yellow,upright,regular,single,405,60,50,40,85,75,95,0,0,0,0,0,1,200,medium,142,fairy,
312,3,minun,electric,,0.4,4.2,yellow,upright,regular,single,405,60,40,50,75,85,95,0,0,0,0,0,1,200,medium,142,fairy,
313,3,volbeat,bug,,0.7,17.7,gray,upright,regular,single,430,65,73,75,47,85,85,0,0,0,0,0,1,150,slow-then-very-fast,151,bug,humanshape
314,3,illumise,bug,,0.6,17.7,purple,humanoid,regular,single,430,65,47,75,73,85,85,0,0,0,0,0,1,150,fast-then-very-slow,151,bug,humanshape
315,3,roselia,grass,poison,0.3,2.0,green,humanoid,regular,s2c3,400,50,60,45,100,80,65,0,0,0,2,0,0,150,medium-slow,140,fairy,plant
316,3,gulpin,poison,,0.4,10.3,green,arms,regular,s1c2,302,70,43,53,43,53,40,1,0,0,0,0,0,225,fast-then-very-slow,60,indeterminate,
317,3,swalot,poison,,1.7,80.0,purple,arms,regular,s2c2,467,100,73,83,73,83,55,2,0,0,0,0,0,75,fast-then-very-slow,163,indeterminate,
318,3,carvanha,water,dark,0.8,20.8,red,fish,regular,s1c2,305,45,90,20,65,20,65,0,1,0,0,0,0,225,slow,61,water2,
319,3,sharpedo,water,dark,1.8,88.8,blue,fish,regular,s2c2,460,70,120,40,95,40,95,0,2,0,0,0,0,60,slow,161,water2,
320,3,wailmer,water,,2.0,130.0,blue,fish,regular,s1c2,400,130,70,35,70,35,60,1,0,0,0,0,0,125,fast-then-very-slow,80,ground,water2
321,3,wailord,water,,14.5,398.0,blue,fish,regular,s2c2,500,170,90,45,90,45,60,2,0,0,0,0,0,60,fast-then-very-slow,175,ground,water2
322,3,numel,fire,ground,0.7,24.0,yellow,quadruped,regular,s1c2,305,60,60,40,65,45,35,0,0,0,1,0,0,255,medium,61,ground,
323,3,camerupt,fire,ground,1.9,220.0,red,quadruped,regular,s2c2,460,70,100,70,105,75,40,0,1,0,1,0,0,150,medium,161,ground,
324,3,torkoal,fire,,0.5,80.4,brown,quadruped,regular,single,470,70,85,140,85,70,20,0,0,2,0,0,0,90,medium,165,ground,
325,3,spoink,psychic,,0.7,30.6,black,arms,regular,s1c2,330,60,25,35,70,80,60,0,0,0,0,1,0,255,fast,66,ground,
326,3,grumpig,psychic,,0.9,71.5,purple,upright,regular,s2c2,470,80,45,65,90,110,80,0,0,0,0,2,0,60,fast,165,ground,
327,3,spinda,normal,,1.1,5.0,brown,upright,regular,single,360,60,60,60,60,60,60,0,0,0,1,0,0,255,fast,126,ground,humanshape
328,3,trapinch,ground,,0.7,15.0,brown,armor,regular,s1c3,290,45,100,45,45,45,10,0,1,0,0,0,0,255,medium-slow,58,bug,dragon
329,3,vibrava,ground,dragon,1.1,15.3,green,bug-wings,regular,s2c3,340,50,70,50,50,50,70,0,1,0,0,0,1,120,medium-slow,119,bug,dragon
330,3,flygon,ground,dragon,2.0,82.0,green,wings,regular,s3c3,520,80,100,80,80,80,100,0,1,0,0,0,2,45,medium-slow,234,bug,dragon
331,3,cacnea,grass,,0.4,51.3,green,humanoid,regular,s1c2,335,50,85,40,85,40,35,0,0,0,1,0,0,190,medium-slow,67,plant,humanshape
332,3,cacturne,grass,dark,1.3,77.4,green,humanoid,regular,s2c2,475,70,115,60,115,60,55,0,1,0,1,0,0,60,medium-slow,166,plant,humanshape
333,3,swablu,normal,flying,0.4,1.2,blue,wings,regular,s1c2,310,45,40,60,40,75,50,0,0,0,0,1,0,255,slow-then-very-fast,62,flying,dragon
334,3,altaria,dragon,flying,1.1,20.6,blue,wings,regular,s2c2,490,75,70,90,70,105,80,0,0,0,0,2,0,45,slow-then-very-fast,172,flying,dragon
335,3,zangoose,normal,,1.3,40.3,white,upright,regular,single,458,73,115,60,60,60,90,0,2,0,0,0,0,90,slow-then-very-fast,160,ground,
336,3,seviper,poison,,2.7,52.5,black,squiggle,regular,single,458,73,100,60,100,60,65,0,1,0,1,0,0,90,fast-then-very-slow,160,ground,dragon
337,3,lunatone,rock,psychic,1.0,168.0,yellow,ball,regular,single,460,90,55,65,95,85,70,0,0,0,2,0,0,45,fast,161,mineral,
338,3,solrock,rock,psychic,1.2,154.0,red,ball,regular,single,460,90,95,85,55,65,70,0,2,0,0,0,0,45,fast,161,mineral,
339,3,barboach,water,ground,0.4,1.9,gray,fish,regular,s1c2,288,50,48,43,46,41,60,1,0,0,0,0,0,190,medium,58,water2,
340,3,whiscash,water,ground,0.9,23.6,blue,fish,regular,s2c2,468,110,78,73,76,71,60,2,0,0,0,0,0,75,medium,164,water2,
341,3,corphish,water,,0.6,11.5,red,armor,regular,s1c2,308,43,80,65,50,35,35,0,1,0,0,0,0,205,fast-then-very-slow,62,water1,water3
342,3,crawdaunt,water,dark,1.1,32.8,red,armor,regular,s2c2,468,63,120,85,90,55,55,0,2,0,0,0,0,155,fast-then-very-slow,164,water1,water3
343,3,baltoy,ground,psychic,0.5,21.5,brown,arms,regular,s1c2,300,40,40,55,40,70,55,0,0,0,0,1,0,255,medium,60,mineral,
344,3,claydol,ground,psychic,1.5,108.0,black,arms,regular,s2c2,500,60,70,105,70,120,75,0,0,0,0,2,0,90,medium,175,mineral,
345,3,lileep,rock,grass,1.0,23.8,purple,blob,regular,s1c2,355,66,41,77,61,87,23,0,0,0,0,1,0,45,slow-then-very-fast,71,water3,
346,3,cradily,rock,grass,1.5,60.4,green,blob,regular,s2c2,495,86,81,97,81,107,43,0,0,0,0,2,0,45,slow-then-very-fast,173,water3,
347,3,anorith,rock,bug,0.7,12.5,gray,armor,regular,s1c2,355,45,95,50,40,50,75,0,1,0,0,0,0,45,slow-then-very-fast,71,water3,
348,3,armaldo,rock,bug,1.5,68.2,gray,upright,regular,s2c2,495,75,125,100,70,80,45,0,2,0,0,0,0,45,slow-then-very-fast,173,water3,
349,3,feebas,water,,0.6,7.4,brown,fish,regular,s1c2,200,20,15,20,10,55,80,0,0,0,0,0,1,255,slow-then-very-fast,40,water1,dragon
350,3,milotic,water,,6.2,162.0,pink,squiggle,regular,s2c2,540,95,60,79,100,125,81,0,0,0,0,2,0,60,slow-then-very-fast,189,water1,dragon
351,3,castform,normal,,0.3,0.8,gray,ball,regular,single,420,70,70,70,70,70,70,1,0,0,0,0,0,45,medium,147,fairy,indeterminate
352,3,kecleon,normal,,1.0,22.0,green,upright,regular,single,440,60,90,70,60,120,40,0,0,0,0,1,0,200,medium-slow,154,ground,
353,3,shuppet,ghost,,0.6,2.3,black,ball,regular,s1c2,295,44,75,35,63,33,45,0,1,0,0,0,0,225,fast,59,indeterminate,
354,3,banette,ghost,,1.1,12.5,black,upright,regular,s2c2,455,64,115,65,83,63,65,0,2,0,0,0,0,45,fast,159,indeterminate,
355,3,duskull,ghost,,0.8,15.0,black,arms,regular,s1c3,295,20,40,90,30,90,25,0,0,0,0,1,0,190,fast,59,indeterminate,
356,3,dusclops,ghost,,1.6,30.6,black,humanoid,regular,s2c3,455,40,70,130,60,130,25,0,0,1,0,1,0,90,fast,159,indeterminate,
357,3,tropius,grass,flying,2.0,100.0,green,quadruped,regular,single,460,99,68,83,72,87,51,2,0,0,0,0,0,200,slow,161,monster,plant
358,3,chimecho,psychic,,0.6,1.0,blue,arms,regular,s2c2,455,75,50,80,95,90,65,0,0,0,1,1,0,45,fast,159,indeterminate,
359,3,absol,dark,,1.2,47.0,white,quadruped,regular,single,465,65,130,60,75,60,75,0,2,0,0,0,0,30,medium-slow,163,ground,
360,3,wynaut,psychic,,0.6,14.0,blue,upright,regular,s1c2,260,95,23,48,23,48,23,1,0,0,0,0,0,125,medium,52,no-eggs,
361,3,snorunt,ice,,0.7,16.8,gray,humanoid,regular,s1c2,300,50,50,50,50,50,50,1,0,0,0,0,0,190,medium,60,fairy,mineral
362,3,glalie,ice,,1.5,256.5,gray,ball,regular,s2c2,480,80,80,80,80,80,80,2,0,0,0,0,0,75,medium,168,fairy,mineral
363,3,spheal,ice,water,0.8,39.5,blue,fish,regular,s1c3,290,70,40,50,55,50,25,1,0,0,0,0,0,255,medium-slow,58,water1,ground
364,3,sealeo,ice,water,1.1,87.6,blue,fish,regular,s2c3,410,90,60,70,75,70,45,2,0,0,0,0,0,120,medium-slow,144,water1,ground
