id,name,types,height,weight,hp,atk,def,sp_atk,sp_def,spe,total_stats,ev_hp,ev_atk,ev_def,ev_sp_atk,ev_sp_def,ev_spe,shape,color,capture_rate,gender_rate,growth_rate,generation,egg_groups,is_legendary,is_mythical,is_baby,category,base_experience,sprite,stage
150,mewtwo,psychic,2.0,122.0,106,110,90,154,90,130,680,0,0,0,3,0,0,upright,purple,3,-1,slow,1,no-eggs,True,False,False,legendary,306,0150_mewtwo.png,single
151,mew,psychic,0.4,4.0,100,100,100,100,100,100,600,3,0,0,0,0,0,upright,pink,45,-1,medium-slow,1,no-eggs,False,True,False,mythical,270,0151_mew.png,single
152,chikorita,grass,0.9,6.4,45,49,65,49,65,45,318,0,0,0,0,1,0,quadruped,green,45,1,medium-slow,2,monster/plant,False,False,False,regular,64,0152_chikorita.png,s1c3
153,bayleef,grass,1.2,15.8,60,62,80,63,80,60,405,0,0,1,0,1,0,quadruped,green,45,1,medium-slow,2,monster/plant,False,False,False,regular,142,0153_bayleef.png,s2c3
154,meganium,grass,1.8,100.5,80,82,100,83,100,80,525,0,0,1,0,2,0,quadruped,green,45,1,medium-slow,2,monster/plant,False,False,False,regular,236,0154_meganium.png,s3c3
155,cyndaquil,fire,0.5,7.9,39,52,43,60,50,65,309,0,0,0,0,0,1,humanoid,yellow,45,1,medium-slow,2,ground,False,False,False,regular,62,0155_cyndaquil.png,s1c3
156,quilava,fire,0.9,19.0,58,64,58,80,65,80,405,0,0,0,1,0,1,quadruped,yellow,45,1,medium-slow,2,ground,False,False,False,regular,142,0156_quilava.png,s2c3
157,typhlosion,fire,1.7,79.5,78,84,78,109,85,100,534,0,0,0,3,0,0,quadruped,yellow,45,1,medium-slow,2,ground,False,False,False,regular,240,0157_typhlosion.png,s3c3
158,totodile,water,0.6,9.5,50,65,64,44,48,43,314,0,1,0,0,0,0,upright,blue,45,1,medium-slow,2,monster/water1,False,False,False,regular,63,0158_totodile.png,s1c3
159,croconaw,water,1.1,25.0,65,80,80,59,63,58,405,0,1,1,0,0,0,upright,blue,45,1,medium-slow,2,monster/water1,False,False,False,regular,142,0159_croconaw.png,s2c3
160,feraligatr,water,2.3,88.8,85,105,100,79,83,78,530,0,2,1,0,0,0,upright,blue,45,1,medium-slow,2,monster/water1,False,False,False,regular,239,0160_feraligatr.png,s3c3
161,sentret,normal,0.8,6.0,35,46,34,35,45,20,215,0,1,0,0,0,0,quadruped,brown,255,4,medium,2,ground,False,False,False,regular,43,0161_sentret.png,s1c2
162,furret,normal,1.8,32.5,85,76,64,45,55,90,415,0,0,0,0,0,2,quadruped,brown,90,4,medium,2,ground,False,False,False,regular,145,0162_furret.png,s2c2
163,hoothoot,normal/flying,0.7,21.2,60,30,30,36,56,50,262,1,0,0,0,0,0,wings,brown,255,4,medium,2,flying,False,False,False,regular,52,0163_hoothoot.png,s1c2
164,noctowl,normal/flying,1.6,40.8,100,50,50,86,96,70,452,2,0,0,0,0,0,wings,brown,90,4,medium,2,flying,False,False,False,regular,158,0164_noctowl.png,s2c2
165,ledyba,bug/flying,1.0,10.8,40,20,30,40,80,55,265,0,0,0,0,1,0,wings,red,255,4,fast,2,bug,False,False,False,regular,53,0165_ledyba.png,s1c2
166,ledian,bug/flying,1.4,35.6,55,35,50,55,110,85,390,0,0,0,0,2,0,wings,red,90,4,fast,2,bug,False,False,False,regular,137,0166_ledian.png,s2c2
167,spinarak,bug/poison,0.5,8.5,40,60,40,40,40,30,250,0,1,0,0,0,0,armor,green,255,4,fast,2,bug,False,False,False,regular,50,0167_spinarak.png,s1c2
168,ariados,bug/poison,1.1,33.5,70,90,70,60,70,40,400,0,2,0,0,0,0,armor,red,90,4,fast,2,bug,False,False,False,regular,140,0168_ariados.png,s2c2
169,crobat,poison/flying,1.8,75.0,85,90,80,70,80,130,535,0,0,0,0,0,3,bug-wings,purple,90,4,medium,2,flying,False,False,False,regular,241,0169_crobat.png,s3c3
170,chinchou,water/electric,0.5,12.0,75,38,38,56,56,67,330,1,0,0,0,0,0,fish,blue,190,4,slow,2,water2,False,False,False,regular,66,0170_chinchou.png,s1c2
171,lanturn,water/electric,1.2,22.5,125,58,58,76,76,67,460,2,0,0,0,0,0,fish,blue,75,4,slow,2,water2,False,False,False,regular,161,0171_lanturn.png,s2c2
172,pichu,electric,0.3,2.0,20,40,15,35,35,60,205,0,0,0,0,0,1,quadruped,yellow,190,4,medium,2,no-eggs,False,False,True,baby,41,0172_pichu.png,s1c3
173,cleffa,fairy,0.3,3.0,50,25,28,45,55,15,218,0,0,0,0,1,0,upright,pink,150,6,fast,2,no-eggs,False,False,True,baby,44,0173_cleffa.png,s1c3
174,igglybuff,normal/fairy,0.3,1.0,90,30,15,40,20,15,210,1,0,0,0,0,0,humanoid,pink,170,6,fast,2,no-eggs,False,False,True,baby,42,0174_igglybuff.png,s1c3
175,togepi,fairy,0.3,1.5,35,20,65,40,65,20,245,0,0,0,0,1,0,humanoid,white,190,1,fast,2,no-eggs,False,False,True,baby,49,0175_togepi.png,s1c3
176,togetic,fairy/flying,0.6,3.2,55,40,85,80,105,40,405,0,0,0,0,2,0,humanoid,white,75,1,fast,2,flying/fairy,False,False,False,regular,142,0176_togetic.png,s2c3
177,natu,psychic/flying,0.2,2.0,40,50,45,70,45,70,320,0,0,0,1,0,0,wings,green,190,4,medium,2,flying,False,False,False,regular,64,0177_natu.png,s1c2
178,xatu,psychic/flying,1.5,15.0,65,75,70,95,70,95,470,0,0,0,1,0,1,wings,green,75,4,medium,2,flying,False,False,False,regular,165,0178_xatu.png,s2c2
179,mareep,electric,0.6,7.8,55,40,40,65,45,35,280,0,0,0,1,0,0,quadruped,white,235,4,medium-slow,2,monster/ground,False,False,False,regular,56,0179_mareep.png,s1c3
180,flaaffy,electric,0.8,13.3,70,55,55,80,60,45,365,0,0,0,2,0,0,upright,pink,120,4,medium-slow,2,monster/ground,False,False,False,regular,128,0180_flaaffy.png,s2c3
181,ampharos,electric,1.4,61.5,90,75,85,115,90,55,510,0,0,0,3,0,0,upright,yellow,45,4,medium-slow,2,monster/ground,False,False,False,regular,230,0181_ampharos.png,s3c3
182,bellossom,grass,0.4,5.8,75,80,95,90,100,50,490,0,0,0,0,3,0,humanoid,green,45,4,medium-slow,2,plant,False,False,False,regular,221,0182_bellossom.png,s3c3
183,marill,water/fairy,0.4,8.5,70,20,50,20,50,40,250,2,0,0,0,0,0,upright,blue,190,4,fast,2,water1/fairy,False,False,False,regular,88,0183_marill.png,s2c3
184,azumarill,water/fairy,0.8,28.5,100,50,80,60,80,50,420,3,0,0,0,0,0,upright,blue,75,4,fast,2,water1/fairy,False,False,False,regular,189,0184_azumarill.png,s3c3
185,sudowoodo,rock,1.2,38.0,70,100,115,30,65,30,410,0,0,2,0,0,0,humanoid,brown,65,4,medium,2,mineral,False,False,False,regular,144,0185_sudowoodo.png,s2c2
186,politoed,water,1.1,33.9,90,75,75,90,100,70,500,0,0,0,0,3,0,humanoid,green,45,4,medium-slow,2,water1,False,False,False,regular,225,0186_politoed.png,s3c3
187,hoppip,grass/flying,0.4,0.5,35,35,40,35,55,50,250,0,0,0,0,1,0,upright,pink,255,4,medium-slow,2,fairy/plant,False,False,False,regular,50,0187_hoppip.png,s1c3
188,skiploom,grass/flying,0.6,1.0,55,45,50,45,65,80,340,0,0,0,0,0,2,upright,green,120,4,medium-slow,2,fairy/plant,False,False,False,regular,119,0188_skiploom.png,s2c3
189,jumpluff,grass/flying,0.8,3.0,75,55,70,55,95,110,460,0,0,0,0,0,3,upright,blue,45,4,medium-slow,2,fairy/plant,False,False,False,regular,207,0189_jumpluff.png,s3c3
190,aipom,normal,0.8,11.5,55,70,55,40,55,85,360,0,0,0,0,0,1,upright,purple,45,4,fast,2,ground,False,False,False,regular,72,0190_aipom.png,s1c2
191,sunkern,grass,0.3,1.8,30,30,30,30,30,30,180,0,0,0,1,0,0,ball,yellow,235,4,medium-slow,2,plant,False,False,False,regular,36,0191_sunkern.png,s1c2
192,sunflora,grass,0.8,8.5,75,75,55,105,85,30,425,0,0,0,2,0,0,humanoid,yellow,120,4,medium-slow,2,plant,False,False,False,regular,149,0192_sunflora.png,s2c2
193,yanma,bug/flying,1.2,38.0,65,65,45,75,45,95,390,0,0,0,0,0,1,bug-wings,red,75,4,medium,2,bug,False,False,False,regular,78,0193_yanma.png,s1c2
194,wooper,water/ground,0.4,8.5,55,45,45,25,25,15,210,1,0,0,0,0,0,legs,blue,255,4,medium,2,water1/ground,False,False,False,regular,42,0194_wooper.png,s1c2
195,quagsire,water/ground,1.4,75.0,95,85,85,65,65,35,430,2,0,0,0,0,0,upright,blue,90,4,medium,2,water1/ground,False,False,False,regular,151,0195_quagsire.png,s2c2
196,espeon,psychic,0.9,26.5,65,65,60,130,95,110,525,0,0,0,2,0,0,quadruped,purple,45,1,medium,2,ground,False,False,False,regular,184,0196_espeon.png,s2c2
197,umbreon,dark,1.0,27.0,95,65,110,60,130,65,525,0,0,0,0,2,0,quadruped,black,45,1,medium,2,ground,False,False,False,regular,184,0197_umbreon.png,s2c2
198,murkrow,dark/flying,0.5,2.1,60,85,42,85,42,91,405,0,0,0,0,0,1,wings,black,30,4,medium-slow,2,flying,False,False,False,regular,81,0198_murkrow.png,s1c2
199,slowking,water/psychic,2.0,79.5,95,75,80,100,110,30,490,0,0,0,0,2,0,upright,pink,70,4,medium,2,monster/water1,False,False,False,regular,172,0199_slowking.png,s2c2
200,misdreavus,ghost,0.7,1.0,60,60,60,85,85,85,435,0,0,0,0,1,0,ball,gray,45,4,fast,2,indeterminate,False,False,False,regular,87,0200_misdreavus.png,s1c2
201,unown,psychic,0.5,5.0,48,72,48,72,48,48,336,0,1,0,1,0,0,ball,black,225,-1,medium,2,no-eggs,False,False,False,regular,118,0201_unown.png,single
202,wobbuffet,psychic,1.3,28.5,190,33,58,33,58,33,405,2,0,0,0,0,0,blob,blue,45,4,medium,2,indeterminate,False,False,False,regular,142,0202_wobbuffet.png,s2c2
203,girafarig,normal/psychic,1.5,41.5,70,80,65,90,65,85,455,0,0,0,2,0,0,quadruped,yellow,60,4,medium,2,ground,False,False,False,regular,159,0203_girafarig.png,s1c2
204,pineco,bug,0.6,7.2,50,65,90,35,35,15,290,0,0,1,0,0,0,ball,gray,190,4,medium,2,bug,False,False,False,regular,58,0204_pineco.png,s1c2
205,forretress,bug/steel,1.2,125.8,75,90,140,60,60,40,465,0,0,2,0,0,0,ball,purple,75,4,medium,2,bug,False,False,False,regular,163,0205_forretress.png,s2c2
206,dunsparce,normal,1.5,14.0,100,70,70,65,65,45,415,1,0,0,0,0,0,squiggle,yellow,190,4,medium,2,ground,False,False,False,regular,145,0206_dunsparce.png,s1c2
207,gligar,ground/flying,1.1,64.8,65,75,105,35,65,85,430,0,0,1,0,0,0,wings,purple,60,4,medium-slow,2,bug,False,False,False,regular,86,0207_gligar.png,s1c2
208,steelix,steel/ground,9.2,400.0,75,85,200,55,65,30,510,0,0,2,0,0,0,squiggle,gray,25,4,medium,2,mineral,False,False,False,regular,179,0208_steelix.png,s2c2
209,snubbull,fairy,0.6,7.8,60,80,50,40,40,30,300,0,1,0,0,0,0,humanoid,pink,190,6,fast,2,ground/fairy,False,False,False,regular,60,0209_snubbull.png,s1c2
210,granbull,fairy,1.4,48.7,90,120,75,60,60,45,450,0,2,0,0,0,0,upright,purple,75,6,fast,2,ground/fairy,False,False,False,regular,158,0210_granbull.png,s2c2
211,qwilfish,water/poison,0.5,3.9,65,95,85,55,55,85,440,0,1,0,0,0,0,fish,gray,45,4,medium,2,water2,False,False,False,regular,88,0211_qwilfish.png,s1c2
212,scizor,bug/steel,1.8,118.0,70,130,100,55,80,65,500,0,2,0,0,0,0,bug-wings,red,25,4,medium,2,bug,False,False,False,regular,175,0212_scizor.png,s2c2
213,shuckle,bug/rock,0.6,20.5,20,10,230,10,230,5,505,0,0,1,0,1,0,armor,yellow,190,4,medium-slow,2,bug,False,False,False,regular,177,0213_shuckle.png,single
214,heracross,bug/fighting,1.5,54.0,80,125,75,40,95,85,500,0,2,0,0,0,0,humanoid,blue,45,4,slow,2,bug,False,False,False,regular,175,0214_heracross.png,single
215,sneasel,dark/ice,0.9,28.0,55,95,55,35,75,115,430,0,0,0,0,0,1,upright,black,60,4,medium-slow,2,ground,False,False,False,regular,86,0215_sneasel.png,s1c2
216,teddiursa,normal,0.6,8.8,60,80,50,50,50,40,330,0,1,0,0,0,0,upright,brown,120,4,medium,2,ground,False,False,False,regular,66,0216_teddiursa.png,s1c3
217,ursaring,normal,1.8,125.8,90,130,75,75,75,55,500,0,2,0,0,0,0,upright,brown,60,4,medium,2,ground,False,False,False,regular,175,0217_ursaring.png,s2c3
218,slugma,fire,0.7,35.0,40,40,40,70,40,20,250,0,0,0,1,0,0,squiggle,red,190,4,medium,2,indeterminate,False,False,False,regular,50,0218_slugma.png,s1c2
219,magcargo,fire/rock,0.8,55.0,60,50,120,90,80,30,430,0,0,2,0,0,0,squiggle,red,75,4,medium,2,indeterminate,False,False,False,regular,151,0219_magcargo.png,s2c2
220,swinub,ice/ground,0.4,6.5,50,50,40,30,30,50,250,0,1,0,0,0,0,quadruped,brown,225,4,slow,2,ground,False,False,False,regular,50,0220_swinub.png,s1c3
221,piloswine,ice/ground,1.1,55.8,100,100,80,60,60,50,450,1,1,0,0,0,0,quadruped,brown,75,4,slow,2,ground,False,False,False,regular,158,0221_piloswine.png,s2c3
222,corsola,water/rock,0.6,5.0,65,55,95,65,95,35,410,0,0,1,0,1,0,armor,pink,60,6,fast,2,water1/water3,False,False,False,regular,144,0222_corsola.png,s1c2
223,remoraid,water,0.6,12.0,35,65,35,65,35,65,300,0,0,0,1,0,0,fish,gray,190,4,medium,2,water1/water2,False,False,False,regular,60,0223_remoraid.png,s1c2
224,octillery,water,0.9,28.5,75,105,75,105,75,45,480,0,1,0,1,0,0,tentacles,red,75,4,medium,2,water1/water2,False,False,False,regular,168,0224_octillery.png,s2c2
225,delibird,ice/flying,0.9,16.0,45,55,45,65,45,75,330,0,0,0,0,0,1,wings,red,45,4,fast,2,water1/ground,False,False,False,regular,116,0225_delibird.png,single
226,mantine,water/flying,2.1,220.0,85,40,70,80,140,70,485,0,0,0,0,2,0,wings,purple,25,4,slow,2,water1,False,False,False,regular,170,0226_mantine.png,s2c2
227,skarmory,steel/flying,1.7,50.5,65,80,140,40,70,70,465,0,0,2,0,0,0,wings,gray,25,4,slow,2,flying,False,False,False,regular,163,0227_skarmory.png,single
228,houndour,dark/fire,0.6,10.8,45,60,30,80,50,65,330,0,0,0,1,0,0,quadruped,black,120,4,slow,2,ground,False,False,False,regular,66,0228_houndour.png,s1c2
229,houndoom,dark/fire,1.4,35.0,75,90,50,110,80,95,500,0,0,0,2,0,0,quadruped,black,45,4,slow,2,ground,False,False,False,regular,175,0229_houndoom.png,s2c2
230,kingdra,water/dragon,1.8,152.0,75,95,95,95,95,85,540,0,1,0,1,1,0,blob,blue,45,4,medium,2,water1/dragon,False,False,False,regular,243,0230_kingdra.png,s3c3
231,phanpy,ground,0.5,33.5,90,60,60,40,40,40,330,1,0,0,0,0,0,quadruped,blue,120,4,medium,2,ground,False,False,False,regular,66,0231_phanpy.png,s1c2
232,donphan,ground,1.1,120.0,90,120,120,60,60,50,500,0,1,1,0,0,0,quadruped,gray,60,4,medium,2,ground,False,False,False,regular,175,0232_donphan.png,s2c2
233,porygon2,normal,0.6,32.5,85,80,90,105,95,60,515,0,0,0,2,0,0,legs,red,45,-1,medium,2,mineral,False,False,False,regular,180,0233_porygon2.png,s2c3
234,stantler,normal,1.4,71.2,73,95,62,85,65,85,465,0,1,0,0,0,0,quadruped,brown,45,4,slow,2,ground,False,False,False,regular,163,0234_stantler.png,s1c2
235,smeargle,normal,1.2,58.0,55,20,35,20,45,75,250,0,0,0,0,0,1,upright,white,45,4,fast,2,ground,False,False,False,regular,88,0235_smeargle.png,single
236,tyrogue,fighting,0.7,21.0,35,35,35,35,35,35,210,0,1,0,0,0,0,humanoid,purple,75,0,medium,2,no-eggs,False,False,True,baby,42,0236_tyrogue.png,s1c2
237,hitmontop,fighting,1.4,48.0,50,95,95,35,110,70,455,0,0,0,0,2,0,upright,brown,45,0,medium,2,humanshape,False,False,False,regular,159,0237_hitmontop.png,s2c2
238,smoochum,ice/psychic,0.4,6.0,45,30,15,85,65,65,305,0,0,0,1,0,0,humanoid,pink,45,8,medium,2,no-eggs,False,False,True,baby,61,0238_smoochum.png,s1c2
239,elekid,electric,0.6,23.5,45,63,37,65,55,95,360,0,0,0,0,0,1,humanoid,yellow,45,2,medium,2,no-eggs,False,False,True,baby,72,0239_elekid.png,s1c3
240,magby,fire,0.7,21.4,45,75,37,70,55,83,365,0,0,0,0,0,1,upright,red,45,2,medium,2,no-eggs,False,False,True,baby,73,0240_magby.png,s1c3
241,miltank,normal,1.2,75.5,95,80,105,40,70,100,490,0,0,2,0,0,0,upright,pink,45,8,slow,2,ground,False,False,False,regular,172,0241_miltank.png,single
242,blissey,normal,1.5,46.8,255,10,10,75,135,55,540,3,0,0,0,0,0,humanoid,pink,30,8,fast,2,fairy,False,False,False,regular,608,0242_blissey.png,s3c3
243,raikou,electric,1.9,178.0,90,85,75,115,100,115,580,0,0,0,1,0,2,quadruped,yellow,3,-1,slow,2,no-eggs,True,False,False,legendary,261,0243_raikou.png,single
244,entei,fire,2.1,198.0,115,115,85,90,75,100,580,1,2,0,0,0,0,quadruped,brown,3,-1,slow,2,no-eggs,True,False,False,legendary,261,0244_entei.png,single
245,suicune,water,2.0,187.0,100,75,115,90,115,85,580,0,0,1,0,2,0,quadruped,blue,3,-1,slow,2,no-eggs,True,False,False,legendary,261,0245_suicune.png,single
246,larvitar,rock/ground,0.6,72.0,50,64,50,45,50,41,300,0,1,0,0,0,0,upright,green,45,4,slow,2,monster,False,False,False,regular,60,0246_larvitar.png,s1c3
247,pupitar,rock/ground,1.2,152.0,70,84,70,65,70,51,410,0,2,0,0,0,0,squiggle,gray,45,4,slow,2,monster,False,False,False,regular,144,0247_pupitar.png,s2c3
248,tyranitar,rock/dark,2.0,202.0,100,134,110,95,100,61,600,0,3,0,0,0,0,upright,green,45,4,slow,2,monster,False,False,False,regular,270,0248_tyranitar.png,s3c3
249,lugia,psychic/flying,5.2,216.0,106,90,130,90,154,110,680,0,0,0,0,3,0,wings,white,3,-1,slow,2,no-eggs,True,False,False,legendary,306,0249_lugia.png,single
250,ho-oh,fire/flying,3.8,199.0,106,130,90,110,154,90,680,0,0,0,0,3,0,wings,red,3,-1,slow,2,no-eggs,True,False,False,legendary,306,0250_ho_oh.png,single
251,celebi,psychic/grass,0.6,5.0,100,100,100,100,100,100,600,3,0,0,0,0,0,humanoid,green,45,-1,medium-slow,2,no-eggs,False,True,False,mythical,270,0251_celebi.png,single
252,treecko,grass,0.5,5.0,40,45,35,65,55,70,310,0,0,0,0,0,1,upright,green,45,1,medium-slow,3,monster/dragon,False,False,False,regular,62,0252_treecko.png,s1c3
253,grovyle,grass,0.9,21.6,50,65,45,85,65,95,405,0,0,0,0,0,2,upright,green,45,1,medium-slow,3,monster/dragon,False,False,False,regular,142,0253_grovyle.png,s2c3
254,sceptile,grass,1.7,52.2,70,85,65,105,85,120,530,0,0,0,0,0,3,upright,green,45,1,medium-slow,3,monster/dragon,False,False,False,regular,239,0254_sceptile.png,s3c3
255,torchic,fire,0.4,2.5,45,60,40,70,50,45,310,0,0,0,1,0,0,legs,red,45,1,medium-slow,3,ground,False,False,False,regular,62,0255_torchic.png,s1c3
256,combusken,fire/fighting,0.9,19.5,60,85,60,85,60,55,405,0,1,0,1,0,0,upright,red,45,1,medium-slow,3,ground,False,False,False,regular,142,0256_combusken.png,s2c3
257,blaziken,fire/fighting,1.9,52.0,80,120,70,110,70,80,530,0,3,0,0,0,0,upright,red,45,1,medium-slow,3,ground,False,False,False,regular,239,0257_blaziken.png,s3c3
258,mudkip,water,0.4,7.6,50,70,50,50,50,40,310,0,1,0,0,0,0,quadruped,blue,45,1,medium-slow,3,monster/water1,False,False,False,regular,62,0258_mudkip.png,s1c3
259,marshtomp,water/ground,0.7,28.0,70,85,70,60,70,50,405,0,2,0,0,0,0,upright,blue,45,1,medium-slow,3,monster/water1,False,False,False,regular,142,0259_marshtomp.png,s2c3
260,swampert,water/ground,1.5,81.9,100,110,90,85,90,60,535,0,3,0,0,0,0,upright,blue,45,1,medium-slow,3,monster/water1,False,False,False,regular,241,0260_swampert.png,s3c3
261,poochyena,dark,0.5,13.6,35,55,35,30,30,35,220,0,1,0,0,0,0,quadruped,gray,255,4,medium,3,ground,False,False,False,regular,56,0261_poochyena.png,s1c2
262,mightyena,dark,1.0,37.0,70,90,70,60,60,70,420,0,2,0,0,0,0,quadruped,gray,127,4,medium,3,ground,False,False,False,regular,147,0262_mightyena.png,s2c2
263,zigzagoon,normal,0.4,17.5,38,30,41,30,41,60,240,0,0,0,0,0,1,quadruped,brown,255,4,medium,3,ground,False,False,False,regular,56,0263_zigzagoon.png,s1c3
264,linoone,normal,0.5,32.5,78,70,61,50,61,100,420,0,0,0,0,0,2,quadruped,white,90,4,medium,3,ground,False,False,False,regular,147,0264_linoone.png,s2c3
265,wurmple,bug,0.3,3.6,45,45,35,20,30,20,195,1,0,0,0,0,0,armor,red,255,4,medium,3,bug,False,False,False,regular,56,0265_wurmple.png,s1c3
266,silcoon,bug,0.6,10.0,50,35,55,25,25,15,205,0,0,2,0,0,0,ball,white,120,4,medium,3,bug,False,False,False,regular,72,0266_silcoon.png,s2c3
267,beautifly,bug/flying,1.0,28.4,60,70,50,100,50,65,395,0,0,0,3,0,0,bug-wings,yellow,45,4,medium,3,bug,False,False,False,regular,178,0267_beautifly.png,s3c3
268,cascoon,bug,0.7,11.5,50,35,55,25,25,15,205,0,0,2,0,0,0,ball,purple,120,4,medium,3,bug,False,False,False,regular,72,0268_cascoon.png,s2c3
269,dustox,bug/poison,1.2,31.6,60,50,70,50,90,65,385,0,0,0,0,3,0,bug-wings,green,45,4,medium,3,bug,False,False,False,regular,173,0269_dustox.png,s3c3
270,lotad,water/grass,0.5,2.6,40,30,30,40,50,30,220,0,0,0,0,1,0,armor,green,255,4,medium-slow,3,water1/plant,False,False,False,regular,44,0270_lotad.png,s1c3
271,lombre,water/grass,1.2,32.5,60,50,50,60,70,50,340,0,0,0,0,2,0,humanoid,green,120,4,medium-slow,3,water1/plant,False,False,False,regular,119,0271_lombre.png,s2c3
272,ludicolo,water/grass,1.5,55.0,80,70,70,90,100,70,480,0,0,0,0,3,0,humanoid,green,45,4,medium-slow,3,water1/plant,False,False,False,regular,216,0272_ludicolo.png,s3c3
273,seedot,grass,0.5,4.0,40,40,50,30,30,30,220,0,0,1,0,0,0,legs,brown,255,4,medium-slow,3,ground/plant,False,False,False,regular,44,0273_seedot.png,s1c3
274,nuzleaf,grass/dark,1.0,28.0,70,70,40,60,40,60,340,0,2,0,0,0,0,humanoid,brown,120,4,medium-slow,3,ground/plant,False,False,False,regular,119,0274_nuzleaf.png,s2c3
275,shiftry,grass/dark,1.3,59.6,90,100,60,90,60,80,480,0,3,0,0,0,0,humanoid,brown,45,4,medium-slow,3,ground/plant,False,False,False,regular,216,0275_shiftry.png,s3c3
276,taillow,normal/flying,0.3,2.3,40,55,30,30,30,85,270,0,0,0,0,0,1,wings,blue,200,4,medium-slow,3,flying,False,False,False,regular,54,0276_taillow.png,s1c2
277,swellow,normal/flying,0.7,19.8,60,85,60,75,50,125,455,0,0,0,0,0,2,wings,blue,45,4,medium-slow,3,flying,False,False,False,regular,159,0277_swellow.png,s2c2
278,wingull,water/flying,0.6,9.5,40,30,30,55,30,85,270,0,0,0,0,0,1,wings,white,190,4,medium,3,water1/flying,False,False,False,regular,54,0278_wingull.png,s1c2
279,pelipper,water/flying,1.2,28.0,60,50,100,95,70,65,440,0,0,2,0,0,0,wings,yellow,45,4,medium,3,water1/flying,False,False,False,regular,154,0279_pelipper.png,s2c2
280,ralts,psychic/fairy,0.4,6.6,28,25,25,45,35,40,198,0,0,0,1,0,0,humanoid,white,235,4,slow,3,humanshape/indeterminate,False,False,False,regular,40,0280_ralts.png,s1c3
281,kirlia,psychic/fairy,0.8,20.2,38,35,35,65,55,50,278,0,0,0,2,0,0,humanoid,white,120,4,slow,3,humanshape/indeterminate,False,False,False,regular,97,0281_kirlia.png,s2c3
282,gardevoir,psychic/fairy,1.6,48.4,68,65,65,125,115,80,518,0,0,0,3,0,0,humanoid,white,45,4,slow,3,humanshape/indeterminate,False,False,False,regular,233,0282_gardevoir.png,s3c3
283,surskit,bug/water,0.5,1.7,40,30,32,50,52,65,269,0,0,0,0,0,1,armor,blue,200,4,medium,3,water1/bug,False,False,False,regular,54,0283_surskit.png,s1c2
284,masquerain,bug/flying,0.8,3.6,70,60,62,100,82,80,454,0,0,0,1,1,0,bug-wings,blue,75,4,medium,3,water1/bug,False,False,False,regular,159,0284_masquerain.png,s2c2
285,shroomish,grass,0.4,4.5,60,40,60,40,60,35,295,1,0,0,0,0,0,legs,brown,255,4,fast-then-very-slow,3,fairy/plant,False,False,False,regular,59,0285_shroomish.png,s1c2
286,breloom,grass/fighting,1.2,39.2,60,130,80,60,60,70,460,0,2,0,0,0,0,upright,green,90,4,fast-then-very-slow,3,fairy/plant,False,False,False,regular,161,0286_breloom.png,s2c2
287,slakoth,normal,0.8,24.0,60,60,60,35,35,30,280,1,0,0,0,0,0,quadruped,brown,255,4,slow,3,ground,False,False,False,regular,56,0287_slakoth.png,s1c3
288,vigoroth,normal,1.4,46.5,80,80,80,55,55,90,440,0,0,0,0,0,2,upright,white,120,4,slow,3,ground,False,False,False,regular,154,0288_vigoroth.png,s2c3
289,slaking,normal,2.0,130.5,150,160,100,95,65,100,670,3,0,0,0,0,0,humanoid,brown,45,4,slow,3,ground,False,False,False,regular,252,0289_slaking.png,s3c3
290,nincada,bug/ground,0.5,5.5,31,45,90,30,30,40,266,0,0,1,0,0,0,armor,gray,255,4,slow-then-very-fast,3,bug,False,False,False,regular,53,0290_nincada.png,s1c2
291,ninjask,bug/flying,0.8,12.0,61,90,45,50,50,160,456,0,0,0,0,0,2,bug-wings,yellow,120,4,slow-then-very-fast,3,bug,False,False,False,regular,160,0291_ninjask.png,s2c2
292,shedinja,bug/ghost,0.8,1.2,1,90,45,30,30,40,236,2,0,0,0,0,0,blob,brown,45,-1,slow-then-very-fast,3,mineral,False,False,False,regular,83,0292_shedinja.png,s2c2
293,whismur,normal,0.6,16.3,64,51,23,51,23,28,240,1,0,0,0,0,0,upright,pink,190,4,medium-slow,3,monster/ground,False,False,False,regular,48,0293_whismur.png,s1c3
294,loudred,normal,1.0,40.5,84,71,43,71,43,48,360,2,0,0,0,0,0,upright,blue,120,4,medium-slow,3,monster/ground,False,False,False,regular,126,0294_loudred.png,s2c3
295,exploud,normal,1.5,84.0,104,91,63,91,73,68,490,3,0,0,0,0,0,upright,blue,45,4,medium-slow,3,monster/ground,False,False,False,regular,221,0295_exploud.png,s3c3
296,makuhita,fighting,1.0,86.4,72,60,30,20,30,25,237,1,0,0,0,0,0,humanoid,yellow,180,2,fast-then-very-slow,3,humanshape,False,False,False,regular,47,0296_makuhita.png,s1c2
297,hariyama,fighting,2.3,253.8,144,120,60,40,60,50,474,2,0,0,0,0,0,humanoid,brown,200,2,fast-then-very-slow,3,humanshape,False,False,False,regular,166,0297_hariyama.png,s2c2
298,azurill,normal/fairy,0.2,2.0,50,20,40,20,40,20,190,1,0,0,0,0,0,legs,blue,150,6,fast,3,no-eggs,False,False,True,baby,38,0298_azurill.png,s1c3
299,nosepass,rock,1.0,97.0,30,45,135,45,90,30,375,0,0,1,0,0,0,humanoid,gray,255,4,medium,3,mineral,False,False,False,regular,75,0299_nosepass.png,s1c2
