id,name,types,height,weight,total_stats,hp,atk,def_,sp_atk,sp_def,spe,ev_hp,ev_atk,ev_def,ev_sp_atk,ev_sp_def,ev_spe,shape,color,capture_rate,gender_rate,growth_rate,generation,egg_groups,is_legendary,is_mythical,is_baby,category,base_experience,stage
168,ariados,bug | poison,1.1,33.5,400,70,90,70,60,70,40,0,2,0,0,0,0,armor,red,90,4,fast,2,bug,False,False,False,regular,140,s2c2
169,crobat,poison | flying,1.8,75.0,535,85,90,80,70,80,130,0,0,0,0,0,3,bug-wings,purple,90,4,medium,2,flying,False,False,False,regular,241,s3c3
170,chinchou,water | electric,0.5,12.0,330,75,38,38,56,56,67,1,0,0,0,0,0,fish,blue,190,4,slow,2,water2,False,False,False,regular,66,s1c2
171,lanturn,water | electric,1.2,22.5,460,125,58,58,76,76,67,2,0,0,0,0,0,fish,blue,75,4,slow,2,water2,False,False,False,regular,161,s2c2
172,pichu,electric,0.3,2.0,205,20,40,15,35,35,60,0,0,0,0,0,1,quadruped,yellow,190,4,medium,2,no-eggs,False,False,True,baby,41,s1c3
173,cleffa,fairy,0.3,3.0,218,50,25,28,45,55,15,0,0,0,0,1,0,upright,pink,150,6,fast,2,no-eggs,False,False,True,baby,44,s1c3
174,igglybuff,normal | fairy,0.3,1.0,210,90,30,15,40,20,15,1,0,0,0,0,0,humanoid,pink,170,6,fast,2,no-eggs,False,False,True,baby,42,s1c3
175,togepi,fairy,0.3,1.5,245,35,20,65,40,65,20,0,0,0,0,1,0,humanoid,white,190,1,fast,2,no-eggs,False,False,True,baby,49,s1c3
176,togetic,fairy | flying,0.6,3.2,405,55,40,85,80,105,40,0,0,0,0,2,0,humanoid,white,75,1,fast,2,flying | fairy,False,False,False,regular,142,s2c3
177,natu,psychic | flying,0.2,2.0,320,40,50,45,70,45,70,0,0,0,1,0,0,wings,green,190,4,medium,2,flying,False,False,False,regular,64,s1c2
178,xatu,psychic | flying,1.5,15.0,470,65,75,70,95,70,95,0,0,0,1,0,1,wings,green,75,4,medium,2,flying,False,False,False,regular,165,s2c2
179,mareep,electric,0.6,7.8,280,55,40,40,65,45,35,0,0,0,1,0,0,quadruped,white,235,4,medium-slow,2,monster | ground,False,False,False,regular,56,s1c3
180,flaaffy,electric,0.8,13.3,365,70,55,55,80,60,45,0,0,0,2,0,0,upright,pink,120,4,medium-slow,2,monster | ground,False,False,False,regular,128,s2c3
181,ampharos,electric,1.4,61.5,510,90,75,85,115,90,55,0,0,0,3,0,0,upright,yellow,45,4,medium-slow,2,monster | ground,False,False,False,regular,230,s3c3
182,bellossom,grass,0.4,5.8,490,75,80,95,90,100,50,0,0,0,0,3,0,humanoid,green,45,4,medium-slow,2,plant,False,False,False,regular,221,s3c3
183,marill,water | fairy,0.4,8.5,250,70,20,50,20,50,40,2,0,0,0,0,0,upright,blue,190,4,fast,2,water1 | fairy,False,False,False,regular,88,s2c3
184,azumarill,water | fairy,0.8,28.5,420,100,50,80,60,80,50,3,0,0,0,0,0,upright,blue,75,4,fast,2,water1 | fairy,False,False,False,regular,189,s3c3
185,sudowoodo,rock,1.2,38.0,410,70,100,115,30,65,30,0,0,2,0,0,0,humanoid,brown,65,4,medium,2,mineral,False,False,False,regular,144,s2c2
186,politoed,water,1.1,33.9,500,90,75,75,90,100,70,0,0,0,0,3,0,humanoid,green,45,4,medium-slow,2,water1,False,False,False,regular,225,s3c3
187,hoppip,grass | flying,0.4,0.5,250,35,35,40,35,55,50,0,0,0,0,1,0,upright,pink,255,4,medium-slow,2,fairy | plant,False,False,False,regular,50,s1c3
188,skiploom,grass | flying,0.6,1.0,340,55,45,50,45,65,80,0,0,0,0,0,2,upright,green,120,4,medium-slow,2,fairy | plant,False,False,False,regular,119,s2c3
189,jumpluff,grass | flying,0.8,3.0,460,75,55,70,55,95,110,0,0,0,0,0,3,upright,blue,45,4,medium-slow,2,fairy | plant,False,False,False,regular,207,s3c3
190,aipom,normal,0.8,11.5,360,55,70,55,40,55,85,0,0,0,0,0,1,upright,purple,45,4,fast,2,ground,False,False,False,regular,72,s1c2
191,sunkern,grass,0.3,1.8,180,30,30,30,30,30,30,0,0,0,1,0,0,ball,yellow,235,4,medium-slow,2,plant,False,False,False,regular,36,s1c2
192,sunflora,grass,0.8,8.5,425,75,75,55,105,85,30,0,0,0,2,0,0,humanoid,yellow,120,4,medium-slow,2,plant,False,False,False,regular,149,s2c2
193,yanma,bug | flying,1.2,38.0,390,65,65,45,75,45,95,0,0,0,0,0,1,bug-wings,red,75,4,medium,2,bug,False,False,False,regular,78,s1c2
194,wooper,water | ground,0.4,8.5,210,55,45,45,25,25,15,1,0,0,0,0,0,legs,blue,255,4,medium,2,water1 | ground,False,False,False,regular,42,s1c2
195,quagsire,water | ground,1.4,75.0,430,95,85,85,65,65,35,2,0,0,0,0,0,upright,blue,90,4,medium,2,water1 | ground,False,False,False,regular,151,s2c2
196,espeon,psychic,0.9,26.5,525,65,65,60,130,95,110,0,0,0,2,0,0,quadruped,purple,45,1,medium,2,ground,False,False,False,regular,184,s2c2
197,umbreon,dark,1.0,27.0,525,95,65,110,60,130,65,0,0,0,0,2,0,quadruped,black,45,1,medium,2,ground,False,False,False,regular,184,s2c2
198,murkrow,dark | flying,0.5,2.1,405,60,85,42,85,42,91,0,0,0,0,0,1,wings,black,30,4,medium-slow,2,flying,False,False,False,regular,81,s1c2
199,slowking,water | psychic,2.0,79.5,490,95,75,80,100,110,30,0,0,0,0,2,0,upright,pink,70,4,medium,2,monster | water1,False,False,False,regular,172,s2c2
200,misdreavus,ghost,0.7,1.0,435,60,60,60,85,85,85,0,0,0,0,1,0,ball,gray,45,4,fast,2,indeterminate,False,False,False,regular,87,s1c2
201,unown,psychic,0.5,5.0,336,48,72,48,72,48,48,0,1,0,1,0,0,ball,black,225,-1,medium,2,no-eggs,False,False,False,regular,118,single
202,wobbuffet,psychic,1.3,28.5,405,190,33,58,33,58,33,2,0,0,0,0,0,blob,blue,45,4,medium,2,indeterminate,False,False,False,regular,142,s2c2
203,girafarig,normal | psychic,1.5,41.5,455,70,80,65,90,65,85,0,0,0,2,0,0,quadruped,yellow,60,4,medium,2,ground,False,False,False,regular,159,s1c2
204,pineco,bug,0.6,7.2,290,50,65,90,35,35,15,0,0,1,0,0,0,ball,gray,190,4,medium,2,bug,False,False,False,regular,58,s1c2
205,forretress,bug | steel,1.2,125.8,465,75,90,140,60,60,40,0,0,2,0,0,0,ball,purple,75,4,medium,2,bug,False,False,False,regular,163,s2c2
206,dunsparce,normal,1.5,14.0,415,100,70,70,65,65,45,1,0,0,0,0,0,squiggle,yellow,190,4,medium,2,ground,False,False,False,regular,145,s1c2
207,gligar,ground | flying,1.1,64.8,430,65,75,105,35,65,85,0,0,1,0,0,0,wings,purple,60,4,medium-slow,2,bug,False,False,False,regular,86,s1c2
208,steelix,steel | ground,9.2,400.0,510,75,85,200,55,65,30,0,0,2,0,0,0,squiggle,gray,25,4,medium,2,mineral,False,False,False,regular,179,s2c2
209,snubbull,fairy,0.6,7.8,300,60,80,50,40,40,30,0,1,0,0,0,0,humanoid,pink,190,6,fast,2,ground | fairy,False,False,False,regular,60,s1c2
210,granbull,fairy,1.4,48.7,450,90,120,75,60,60,45,0,2,0,0,0,0,upright,purple,75,6,fast,2,ground | fairy,False,False,False,regular,158,s2c2
211,qwilfish,water | poison,0.5,3.9,440,65,95,85,55,55,85,0,1,0,0,0,0,fish,gray,45,4,medium,2,water2,False,False,False,regular,88,s1c2
212,scizor,bug | steel,1.8,118.0,500,70,130,100,55,80,65,0,2,0,0,0,0,bug-wings,red,25,4,medium,2,bug,False,False,False,regular,175,s2c2
213,shuckle,bug | rock,0.6,20.5,505,20,10,230,10,230,5,0,0,1,0,1,0,armor,yellow,190,4,medium-slow,2,bug,False,False,False,regular,177,single
214,heracross,bug | fighting,1.5,54.0,500,80,125,75,40,95,85,0,2,0,0,0,0,humanoid,blue,45,4,slow,2,bug,False,False,False,regular,175,single
215,sneasel,dark | ice,0.9,28.0,430,55,95,55,35,75,115,0,0,0,0,0,1,upright,black,60,4,medium-slow,2,ground,False,False,False,regular,86,s1c2
216,teddiursa,normal,0.6,8.8,330,60,80,50,50,50,40,0,1,0,0,0,0,upright,brown,120,4,medium,2,ground,False,False,False,regular,66,s1c3
217,ursaring,normal,1.8,125.8,500,90,130,75,75,75,55,0,2,0,0,0,0,upright,brown,60,4,medium,2,ground,False,False,False,regular,175,s2c3
218,slugma,fire,0.7,35.0,250,40,40,40,70,40,20,0,0,0,1,0,0,squiggle,red,190,4,medium,2,indeterminate,False,False,False,regular,50,s1c2
219,magcargo,fire | rock,0.8,55.0,430,60,50,120,90,80,30,0,0,2,0,0,0,squiggle,red,75,4,medium,2,indeterminate,False,False,False,regular,151,s2c2
220,swinub,ice | ground,0.4,6.5,250,50,50,40,30,30,50,0,1,0,0,0,0,quadruped,brown,225,4,slow,2,ground,False,False,False,regular,50,s1c3
221,piloswine,ice | ground,1.1,55.8,450,100,100,80,60,60,50,1,1,0,0,0,0,quadruped,brown,75,4,slow,2,ground,False,False,False,regular,158,s2c3
222,corsola,water | rock,0.6,5.0,410,65,55,95,65,95,35,0,0,1,0,1,0,armor,pink,60,6,fast,2,water1 | water3,False,False,False,regular,144,s1c2
223,remoraid,water,0.6,12.0,300,35,65,35,65,35,65,0,0,0,1,0,0,fish,gray,190,4,medium,2,water1 | water2,False,False,False,regular,60,s1c2
224,octillery,water,0.9,28.5,480,75,105,75,105,75,45,0,1,0,1,0,0,tentacles,red,75,4,medium,2,water1 | water2,False,False,False,regular,168,s2c2
225,delibird,ice | flying,0.9,16.0,330,45,55,45,65,45,75,0,0,0,0,0,1,wings,red,45,4,fast,2,water1 | ground,False,False,False,regular,116,single
226,mantine,water | flying,2.1,220.0,485,85,40,70,80,140,70,0,0,0,0,2,0,wings,purple,25,4,slow,2,water1,False,False,False,regular,170,s2c2
227,skarmory,steel | flying,1.7,50.5,465,65,80,140,40,70,70,0,0,2,0,0,0,wings,gray,25,4,slow,2,flying,False,False,False,regular,163,single
228,houndour,dark | fire,0.6,10.8,330,45,60,30,80,50,65,0,0,0,1,0,0,quadruped,black,120,4,slow,2,ground,False,False,False,regular,66,s1c2
229,houndoom,dark | fire,1.4,35.0,500,75,90,50,110,80,95,0,0,0,2,0,0,quadruped,black,45,4,slow,2,ground,False,False,False,regular,175,s2c2
230,kingdra,water | dragon,1.8,152.0,540,75,95,95,95,95,85,0,1,0,1,1,0,blob,blue,45,4,medium,2,water1 | dragon,False,False,False,regular,243,s3c3
231,phanpy,ground,0.5,33.5,330,90,60,60,40,40,40,1,0,0,0,0,0,quadruped,blue,120,4,medium,2,ground,False,False,False,regular,66,s1c2
232,donphan,ground,1.1,120.0,500,90,120,120,60,60,50,0,1,1,0,0,0,quadruped,gray,60,4,medium,2,ground,False,False,False,regular,175,s2c2
233,porygon2,normal,0.6,32.5,515,85,80,90,105,95,60,0,0,0,2,0,0,legs,red,45,-1,medium,2,mineral,False,False,False,regular,180,s2c3
234,stantler,normal,1.4,71.2,465,73,95,62,85,65,85,0,1,0,0,0,0,quadruped,brown,45,4,slow,2,ground,False,False,False,regular,163,s1c2
235,smeargle,normal,1.2,58.0,250,55,20,35,20,45,75,0,0,0,0,0,1,upright,white,45,4,fast,2,ground,False,False,False,regular,88,single
236,tyrogue,fighting,0.7,21.0,210,35,35,35,35,35,35,0,1,0,0,0,0,humanoid,purple,75,0,medium,2,no-eggs,False,False,True,baby,42,s1c2
237,hitmontop,fighting,1.4,48.0,455,50,95,95,35,110,70,0,0,0,0,2,0,upright,brown,45,0,medium,2,humanshape,False,False,False,regular,159,s2c2
238,smoochum,ice | psychic,0.4,6.0,305,45,30,15,85,65,65,0,0,0,1,0,0,humanoid,pink,45,8,medium,2,no-eggs,False,False,True,baby,61,s1c2
239,elekid,electric,0.6,23.5,360,45,63,37,65,55,95,0,0,0,0,0,1,humanoid,yellow,45,2,medium,2,no-eggs,False,False,True,baby,72,s1c3
240,magby,fire,0.7,21.4,365,45,75,37,70,55,83,0,0,0,0,0,1,upright,red,45,2,medium,2,no-eggs,False,False,True,baby,73,s1c3
241,miltank,normal,1.2,75.5,490,95,80,105,40,70,100,0,0,2,0,0,0,upright,pink,45,8,slow,2,ground,False,False,False,regular,172,single
242,blissey,normal,1.5,46.8,540,255,10,10,75,135,55,3,0,0,0,0,0,humanoid,pink,30,8,fast,2,fairy,False,False,False,regular,608,s3c3
243,raikou,electric,1.9,178.0,580,90,85,75,115,100,115,0,0,0,1,0,2,quadruped,yellow,3,-1,slow,2,no-eggs,True,False,False,legendary,261,single
244,entei,fire,2.1,198.0,580,115,115,85,90,75,100,1,2,0,0,0,0,quadruped,brown,3,-1,slow,2,no-eggs,True,False,False,legendary,261,single
245,suicune,water,2.0,187.0,580,100,75,115,90,115,85,0,0,1,0,2,0,quadruped,blue,3,-1,slow,2,no-eggs,True,False,False,legendary,261,single
246,larvitar,rock | ground,0.6,72.0,300,50,64,50,45,50,41,0,1,0,0,0,0,upright,green,45,4,slow,2,monster,False,False,False,regular,60,s1c3
247,pupitar,rock | ground,1.2,152.0,410,70,84,70,65,70,51,0,2,0,0,0,0,squiggle,gray,45,4,slow,2,monster,False,False,False,regular,144,s2c3
248,tyranitar,rock | dark,2.0,202.0,600,100,134,110,95,100,61,0,3,0,0,0,0,upright,green,45,4,slow,2,monster,False,False,False,regular,270,s3c3
249,lugia,psychic | flying,5.2,216.0,680,106,90,130,90,154,110,0,0,0,0,3,0,wings,white,3,-1,slow,2,no-eggs,True,False,False,legendary,306,single
250,ho-oh,fire | flying,3.8,199.0,680,106,130,90,110,154,90,0,0,0,0,3,0,wings,red,3,-1,slow,2,no-eggs,True,False,False,legendary,306,single
251,celebi,psychic | grass,0.6,5.0,600,100,100,100,100,100,100,3,0,0,0,0,0,humanoid,green,45,-1,medium-slow,2,no-eggs,False,True,False,mythical,270,single
252,treecko,grass,0.5,5.0,310,40,45,35,65,55,70,0,0,0,0,0,1,upright,green,45,1,medium-slow,3,monster | dragon,False,False,False,regular,62,s1c3
253,grovyle,grass,0.9,21.6,405,50,65,45,85,65,95,0,0,0,0,0,2,upright,green,45,1,medium-slow,3,monster | dragon,False,False,False,regular,142,s2c3
254,sceptile,grass,1.7,52.2,530,70,85,65,105,85,120,0,0,0,0,0,3,upright,green,45,1,medium-slow,3,monster | dragon,False,False,False,regular,239,s3c3
255,torchic,fire,0.4,2.5,310,45,60,40,70,50,45,0,0,0,1,0,0,legs,red,45,1,medium-slow,3,ground,False,False,False,regular,62,s1c3
256,combusken,fire | fighting,0.9,19.5,405,60,85,60,85,60,55,0,1,0,1,0,0,upright,red,45,1,medium-slow,3,ground,False,False,False,regular,142,s2c3
257,blaziken,fire | fighting,1.9,52.0,530,80,120,70,110,70,80,0,3,0,0,0,0,upright,red,45,1,medium-slow,3,ground,False,False,False,regular,239,s3c3
258,mudkip,water,0.4,7.6,310,50,70,50,50,50,40,0,1,0,0,0,0,quadruped,blue,45,1,medium-slow,3,monster | water1,False,False,False,regular,62,s1c3
259,marshtomp,water | ground,0.7,28.0,405,70,85,70,60,70,50,0,2,0,0,0,0,upright,blue,45,1,medium-slow,3,monster | water1,False,False,False,regular,142,s2c3
260,swampert,water | ground,1.5,81.9,535,100,110,90,85,90,60,0,3,0,0,0,0,upright,blue,45,1,medium-slow,3,monster | water1,False,False,False,regular,241,s3c3
261,poochyena,dark,0.5,13.6,220,35,55,35,30,30,35,0,1,0,0,0,0,quadruped,gray,255,4,medium,3,ground,False,False,False,regular,56,s1c2
262,mightyena,dark,1.0,37.0,420,70,90,70,60,60,70,0,2,0,0,0,0,quadruped,gray,127,4,medium,3,ground,False,False,False,regular,147,s2c2
263,zigzagoon,normal,0.4,17.5,240,38,30,41,30,41,60,0,0,0,0,0,1,quadruped,brown,255,4,medium,3,ground,False,False,False,regular,56,s1c3
264,linoone,normal,0.5,32.5,420,78,70,61,50,61,100,0,0,0,0,0,2,quadruped,white,90,4,medium,3,ground,False,False,False,regular,147,s2c3
265,wurmple,bug,0.3,3.6,195,45,45,35,20,30,20,1,0,0,0,0,0,armor,red,255,4,medium,3,bug,False,False,False,regular,56,s1c3
266,silcoon,bug,0.6,10.0,205,50,35,55,25,25,15,0,0,2,0,0,0,ball,white,120,4,medium,3,bug,False,False,False,regular,72,s2c3
267,beautifly,bug | flying,1.0,28.4,395,60,70,50,100,50,65,0,0,0,3,0,0,bug-wings,yellow,45,4,medium,3,bug,False,False,False,regular,178,s3c3
268,cascoon,bug,0.7,11.5,205,50,35,55,25,25,15,0,0,2,0,0,0,ball,purple,120,4,medium,3,bug,False,False,False,regular,72,s2c3
269,dustox,bug | poison,1.2,31.6,385,60,50,70,50,90,65,0,0,0,0,3,0,bug-wings,green,45,4,medium,3,bug,False,False,False,regular,173,s3c3
270,lotad,water | grass,0.5,2.6,220,40,30,30,40,50,30,0,0,0,0,1,0,armor,green,255,4,medium-slow,3,water1 | plant,False,False,False,regular,44,s1c3
271,lombre,water | grass,1.2,32.5,340,60,50,50,60,70,50,0,0,0,0,2,0,humanoid,green,120,4,medium-slow,3,water1 | plant,False,False,False,regular,119,s2c3
272,ludicolo,water | grass,1.5,55.0,480,80,70,70,90,100,70,0,0,0,0,3,0,humanoid,green,45,4,medium-slow,3,water1 | plant,False,False,False,regular,216,s3c3
273,seedot,grass,0.5,4.0,220,40,40,50,30,30,30,0,0,1,0,0,0,legs,brown,255,4,medium-slow,3,ground | plant,False,False,False,regular,44,s1c3
274,nuzleaf,grass | dark,1.0,28.0,340,70,70,40,60,40,60,0,2,0,0,0,0,humanoid,brown,120,4,medium-slow,3,ground | plant,False,False,False,regular,119,s2c3
275,shiftry,grass | dark,1.3,59.6,480,90,100,60,90,60,80,0,3,0,0,0,0,humanoid,brown,45,4,medium-slow,3,ground | plant,False,False,False,regular,216,s3c3
276,taillow,normal | flying,0.3,2.3,270,40,55,30,30,30,85,0,0,0,0,0,1,wings,blue,200,4,medium-slow,3,flying,False,False,False,regular,54,s1c2
277,swellow,normal | flying,0.7,19.8,455,60,85,60,75,50,125,0,0,0,0,0,2,wings,blue,45,4,medium-slow,3,flying,False,False,False,regular,159,s2c2
278,wingull,water | flying,0.6,9.5,270,40,30,30,55,30,85,0,0,0,0,0,1,wings,white,190,4,medium,3,water1 | flying,False,False,False,regular,54,s1c2
279,pelipper,water | flying,1.2,28.0,440,60,50,100,95,70,65,0,0,2,0,0,0,wings,yellow,45,4,medium,3,water1 | flying,False,False,False,regular,154,s2c2
280,ralts,psychic | fairy,0.4,6.6,198,28,25,25,45,35,40,0,0,0,1,0,0,humanoid,white,235,4,slow,3,humanshape | indeterminate,False,False,False,regular,40,s1c3
281,kirlia,psychic | fairy,0.8,20.2,278,38,35,35,65,55,50,0,0,0,2,0,0,humanoid,white,120,4,slow,3,humanshape | indeterminate,False,False,False,regular,97,s2c3
282,gardevoir,psychic | fairy,1.6,48.4,518,68,65,65,125,115,80,0,0,0,3,0,0,humanoid,white,45,4,slow,3,humanshape | indeterminate,False,False,False,regular,233,s3c3
283,surskit,bug | water,0.5,1.7,269,40,30,32,50,52,65,0,0,0,0,0,1,armor,blue,200,4,medium,3,water1 | bug,False,False,False,regular,54,s1c2
284,masquerain,bug | flying,0.8,3.6,454,70,60,62,100,82,80,0,0,0,1,1,0,bug-wings,blue,75,4,medium,3,water1 | bug,False,False,False,regular,159,s2c2
285,shroomish,grass,0.4,4.5,295,60,40,60,40,60,35,1,0,0,0,0,0,legs,brown,255,4,fast-then-very-slow,3,fairy | plant,False,False,False,regular,59,s1c2
286,breloom,grass | fighting,1.2,39.2,460,60,130,80,60,60,70,0,2,0,0,0,0,upright,green,90,4,fast-then-very-slow,3,fairy | plant,False,False,False,regular,161,s2c2
287,slakoth,normal,0.8,24.0,280,60,60,60,35,35,30,1,0,0,0,0,0,quadruped,brown,255,4,slow,3,ground,False,False,False,regular,56,s1c3
288,vigoroth,normal,1.4,46.5,440,80,80,80,55,55,90,0,0,0,0,0,2,upright,white,120,4,slow,3,ground,False,False,False,regular,154,s2c3
289,slaking,normal,2.0,130.5,670,150,160,100,95,65,100,3,0,0,0,0,0,humanoid,brown,45,4,slow,3,ground,False,False,False,regular,252,s3c3
290,nincada,bug | ground,0.5,5.5,266,31,45,90,30,30,40,0,0,1,0,0,0,armor,gray,255,4,slow-then-very-fast,3,bug,False,False,False,regular,53,s1c2
291,ninjask,bug | flying,0.8,12.0,456,61,90,45,50,50,160,0,0,0,0,0,2,bug-wings,yellow,120,4,slow-then-very-fast,3,bug,False,False,False,regular,160,s2c2
292,shedinja,bug | ghost,0.8,1.2,236,1,90,45,30,30,40,2,0,0,0,0,0,blob,brown,45,-1,slow-then-very-fast,3,mineral,False,False,False,regular,83,s2c2
293,whismur,normal,0.6,16.3,240,64,51,23,51,23,28,1,0,0,0,0,0,upright,pink,190,4,medium-slow,3,monster | ground,False,False,False,regular,48,s1c3
294,loudred,normal,1.0,40.5,360,84,71,43,71,43,48,2,0,0,0,0,0,upright,blue,120,4,medium-slow,3,monster | ground,False,False,False,regular,126,s2c3
295,exploud,normal,1.5,84.0,490,104,91,63,91,73,68,3,0,0,0,0,0,upright,blue,45,4,medium-slow,3,monster | ground,False,False,False,regular,221,s3c3
296,makuhita,fighting,1.0,86.4,237,72,60,30,20,30,25,1,0,0,0,0,0,humanoid,yellow,180,2,fast-then-very-slow,3,humanshape,False,False,False,regular,47,s1c2
297,hariyama,fighting,2.3,253.8,474,144,120,60,40,60,50,2,0,0,0,0,0,humanoid,brown,200,2,fast-then-very-slow,3,humanshape,False,False,False,regular,166,s2c2
298,azurill,normal | fairy,0.2,2.0,190,50,20,40,20,40,20,1,0,0,0,0,0,legs,blue,150,6,fast,3,no-eggs,False,False,True,baby,38,s1c3
299,nosepass,rock,1.0,97.0,375,30,45,135,45,90,30,0,0,1,0,0,0,humanoid,gray,255,4,medium,3,mineral,False,False,False,regular,75,s1c2
300,skitty,normal,0.6,11.0,260,50,45,45,35,35,50,0,0,0,0,0,1,quadruped,pink,255,6,fast,3,ground | fairy,False,False,False,regular,52,s1c2
301,delcatty,normal,1.1,32.6,400,70,65,65,55,55,90,1,0,0,0,0,1,quadruped,purple,60,6,fast,3,ground | fairy,False,False,False,regular,140,s2c2
302,sableye,dark | ghost,0.5,11.0,380,50,75,75,65,65,50,0,1,1,0,0,0,humanoid,purple,45,4,medium-slow,3,humanshape,False,False,False,regular,133,single
303,mawile,steel | fairy,0.6,11.5,380,50,85,85,55,55,50,0,1,1,0,0,0,humanoid,black,45,4,fast,3,ground | fairy,False,False,False,regular,133,single
304,aron,steel | rock,0.4,60.0,330,50,70,100,40,40,30,0,0,1,0,0,0,quadruped,gray,180,4,slow,3,monster,False,False,False,regular,66,s1c3
305,lairon,steel | rock,0.9,120.0,430,60,90,140,50,50,40,0,0,2,0,0,0,quadruped,gray,90,4,slow,3,monster,False,False,False,regular,151,s2c3
306,aggron,steel | rock,2.1,360.0,530,70,110,180,60,60,50,0,0,3,0,0,0,upright,gray,45,4,slow,3,monster,False,False,False,regular,239,s3c3
307,meditite,fighting | psychic,0.6,11.2,280,30,40,55,40,55,60,0,0,0,0,0,1,humanoid,blue,180,4,medium,3,humanshape,False,False,False,regular,56,s1c2
308,medicham,fighting | psychic,1.3,31.5,410,60,60,75,60,75,80,0,0,0,0,0,2,humanoid,red,90,4,medium,3,humanshape,False,False,False,regular,144,s2c2
309,electrike,electric,0.6,15.2,295,40,45,40,65,40,65,0,0,0,0,0,1,quadruped,green,120,4,slow,3,ground,False,False,False,regular,59,s1c2
310,manectric,electric,1.5,40.2,475,70,75,60,105,60,105,0,0,0,0,0,2,quadruped,yellow,45,4,slow,3,ground,False,False,False,regular,166,s2c2
311,plusle,electric,0.4,4.2,405,60,50,40,85,75,95,0,0,0,0,0,1,upright,yellow,200,4,medium,3,fairy,False,False,False,regular,142,single
312,minun,electric,0.4,4.2,405,60,40,50,75,85,95,0,0,0,0,0,1,upright,yellow,200,4,medium,3,fairy,False,False,False,regular,142,single
313,volbeat,bug,0.7,17.7,430,65,73,75,47,85,85,0,0,0,0,0,1,upright,gray,150,0,slow-then-very-fast,3,bug | humanshape,False,False,False,regular,151,single
314,illumise,bug,0.6,17.7,430,65,47,75,73,85,85,0,0,0,0,0,1,humanoid,purple,150,8,fast-then-very-slow,3,bug | humanshape,False,False,False,regular,151,single
315,roselia,grass | poison,0.3,2.0,400,50,60,45,100,80,65,0,0,0,2,0,0,humanoid,green,150,4,medium-slow,3,fairy | plant,False,False,False,regular,140,s2c3
316,gulpin,poison,0.4,10.3,302,70,43,53,43,53,40,1,0,0,0,0,0,arms,green,225,4,fast-then-very-slow,3,indeterminate,False,False,False,regular,60,s1c2
317,swalot,poison,1.7,80.0,467,100,73,83,73,83,55,2,0,0,0,0,0,arms,purple,75,4,fast-then-very-slow,3,indeterminate,False,False,False,regular,163,s2c2
318,carvanha,water | dark,0.8,20.8,305,45,90,20,65,20,65,0,1,0,0,0,0,fish,red,225,4,slow,3,water2,False,False,False,regular,61,s1c2
319,sharpedo,water | dark,1.8,88.8,460,70,120,40,95,40,95,0,2,0,0,0,0,fish,blue,60,4,slow,3,water2,False,False,False,regular,161,s2c2
320,wailmer,water,2.0,130.0,400,130,70,35,70,35,60,1,0,0,0,0,0,fish,blue,125,4,fast-then-very-slow,3,ground | water2,False,False,False,regular,80,s1c2
321,wailord,water,14.5,398.0,500,170,90,45,90,45,60,2,0,0,0,0,0,fish,blue,60,4,fast-then-very-slow,3,ground | water2,False,False,False,regular,175,s2c2
322,numel,fire | ground,0.7,24.0,305,60,60,40,65,45,35,0,0,0,1,0,0,quadruped,yellow,255,4,medium,3,ground,False,False,False,regular,61,s1c2
323,camerupt,fire | ground,1.9,220.0,460,70,100,70,105,75,40,0,1,0,1,0,0,quadruped,red,150,4,medium,3,ground,False,False,False,regular,161,s2c2
324,torkoal,fire,0.5,80.4,470,70,85,140,85,70,20,0,0,2,0,0,0,quadruped,brown,90,4,medium,3,ground,False,False,False,regular,165,single
325,spoink,psychic,0.7,30.6,330,60,25,35,70,80,60,0,0,0,0,1,0,arms,black,255,4,fast,3,ground,False,False,False,regular,66,s1c2
326,grumpig,psychic,0.9,71.5,470,80,45,65,90,110,80,0,0,0,0,2,0,upright,purple,60,4,fast,3,ground,False,False,False,regular,165,s2c2
327,spinda,normal,1.1,5.0,360,60,60,60,60,60,60,0,0,0,1,0,0,upright,brown,255,4,fast,3,ground | humanshape,False,False,False,regular,126,single
328,trapinch,ground,0.7,15.0,290,45,100,45,45,45,10,0,1,0,0,0,0,armor,brown,255,4,medium-slow,3,bug | dragon,False,False,False,regular,58,s1c3
329,vibrava,ground | dragon,1.1,15.3,340,50,70,50,50,50,70,0,1,0,0,0,1,bug-wings,green,120,4,medium-slow,3,bug | dragon,False,False,False,regular,119,s2c3
330,flygon,ground | dragon,2.0,82.0,520,80,100,80,80,80,100,0,1,0,0,0,2,wings,green,45,4,medium-slow,3,bug | dragon,False,False,False,regular,234,s3c3
331,cacnea,grass,0.4,51.3,335,50,85,40,85,40,35,0,0,0,1,0,0,humanoid,green,190,4,medium-slow,3,plant | humanshape,False,False,False,regular,67,s1c2
332,cacturne,grass | dark,1.3,77.4,475,70,115,60,115,60,55,0,1,0,1,0,0,humanoid,green,60,4,medium-slow,3,plant | humanshape,False,False,False,regular,166,s2c2
333,swablu,normal | flying,0.4,1.2,310,45,40,60,40,75,50,0,0,0,0,1,0,wings,blue,255,4,slow-then-very-fast,3,flying | dragon,False,False,False,regular,62,s1c2
